year,org,line_item,frn,function,product,mbps,unit_monthly,per_mbps,recipient,city,county,entity_type,provider,bids,contract_type,award_date,discount,students,usac_rural,monthly_share,alloc_method,recips_on_circuit
2016,YUPIIT SCHOOL DISTRICT,1699095432.001,1699095432,Wireless,Microwave,100.0,150615.0,1506.15,Akiachak School,Akiachak,Aleutians East,School,(not stated),,,,,,,50205.0,even_split,3
2016,YUPIIT SCHOOL DISTRICT,1699095432.001,1699095432,Wireless,Microwave,100.0,150615.0,1506.15,Tuluksak School,Tuluksak,Bethel,School,(not stated),,,,,,,50205.0,even_split,3
2016,YUPIIT SCHOOL DISTRICT,1699095432.001,1699095432,Wireless,Microwave,100.0,150615.0,1506.15,Akiak School,Akiak,Bethel,School,(not stated),,,,,,,50205.0,even_split,3
2016,SOUTHWEST REGION SCHOOL DIST,1699011976.007,1699011976,Copper,Ethernet,10.0,35524.0,3552.4,Twin Hills School,Twin Hills,Dillingham Census Area,School,(not stated),,,,,,,35524.0,even_split,1
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Aurora Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,South Anchorage High School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Dimond High School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Klatt Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Kincaid Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Wendler Middle School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Mirror Lake Middle School,Chugiak,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Steller Secondary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,College Gate Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Government Hill Elementary Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Campbell Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Asd Transportation,Anchorage,Anchorage,Non-Instructional Facility (Nif),(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Willow Crest Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Chugach Optional Elem School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Taku Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Mt. Spurr Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Williwaw Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Kennedy Data Center,Anchorage,Anchorage,Non-Instructional Facility (Nif),(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Ocean View Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Rilke Schule-German School Of Arts And Sciences,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Bowman Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,West Anchorage High School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Bayshore Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Turnagain Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Asd Student Nutrition,Anchorage,Anchorage,Non-Instructional Facility (Nif),(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Cross Roads,Anchorage,Anchorage,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Spring Hill Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Chugiak Elementary School,Chugiak,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Susitna Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Baxter Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Gladys Wood Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Boniface Mall,Anchorage,Anchorage,Non-Instructional Facility (Nif),(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Aquarian Charter School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Homestead Elementary School,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Save High School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Eagle River High,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Mountain View Elementary Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Asd Facilities/Maintenance,Anchorage,Anchorage,Non-Instructional Facility (Nif),(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Hanshew Middle School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,King Career Center,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Mears Middle School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Whaley School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Alpenglow Elementary School,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Russian Jack Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Nunaka Valley Elementary Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Winter Berry Charter School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Polaris K-12 School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Ptarmigan Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Girdwood Elem & Jr High School,Girdwood,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Fire Lake Elementary School,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Creekside Park Elementary Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Wonder Park Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Gruening Middle School,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Goldenview Middle School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Tyson Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Lake Otis Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Ursa Major Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Scenic Park Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Orion Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,North Star Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Northern Lights Abc Elem Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Asd Purchasing/Warehouse,Anchorage,Anchorage,Non-Instructional Facility (Nif),(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Fairview Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Paideia Cooperative School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Service High School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Abbott Loop Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Central Middle Sch Of Science,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Romig Middle School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Ravenwood Elementary School,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Alaska Native Cultural Charter School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Eagle River Elementary School,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,O'Malley Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Rogers Park Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Tudor Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Lake Hood Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Frontier Charter,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Denali Elementary & Middle Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Huffman Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Mount Lliamna Elementary,Anchorage,,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Muldoon Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Ursa Minor Elementary,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Chugiak High School,Chugiak,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Mclaughlin Secondary School,Anchorage,Anchorage,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,East Anchorage High School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Inlet View Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Family  Partnership Charter School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Avail High School,Anchorage,Anchorage,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Chester Valley Elementary Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Trailside Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Rabbit Creek Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Sand Lake Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Kasuun Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Airport Heights Elementary Sch,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Northwood Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Nicholas J. Begich Middle School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Bear Valley Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Highland Tech. High. 8-10,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Clark Middle School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Birchwood Abc Elementary Sch,Chugiak,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Eagle Academy Charter School,Eagle River,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Bartlett High School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Benson Secondary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,ANCHORAGE SCHOOL DISTRICT,1699104677.001,1699104677,Fiber,Ethernet,1000.0,22500.0,22.5,Chinook Elementary School,Anchorage,Anchorage Municipality,School,(not stated),,,,,,,436.8932038834951,even_split,103
2016,CITY GOVERNMENT OF NENANA,1699084498.001,1699084498,Copper,Ethernet,3.0,333.0,111.0,Nenana Public Library,Nenana,Yukon-Koyukuk,Library,(not stated),,,,,,,333.0,even_split,1
2016,YUKON-KOYUKUK SCHOOL DISTRICT,1699015320.007,1699015320,Wireless,Microwave,10.0,17250.0,1725.0,Minto School,Minto,Yukon-Koyukuk,School,(not stated),,,,,,,17250.0,even_split,1
2016,DENALI BOROUGH SCHOOL DISTRICT,1699089634.001,1699089634,Fiber,Ethernet,100.0,2471.11,24.711100000000002,Anderson School,Anderson,Denali,School,(not stated),,,,,,,823.7033333333334,even_split,3
2016,DENALI BOROUGH SCHOOL DISTRICT,1699089634.001,1699089634,Fiber,Ethernet,100.0,2471.11,24.711100000000002,Cantwell School,Cantwell,Denali,School,(not stated),,,,,,,823.7033333333334,even_split,3
2016,DENALI BOROUGH SCHOOL DISTRICT,1699089634.001,1699089634,Fiber,Ethernet,100.0,2471.11,24.711100000000002,Tri-Valley School,Healy,Denali,School,(not stated),,,,,,,823.7033333333334,even_split,3
2016,KUSPUK SCHOOL DISTRICT,1699089427.004,1699089427,Wireless,Satellite Service,4.0,8850.0,2212.5,Kuspuk School District Office,Aniak,Bethel,Non-Instructional Facility (Nif),(not stated),,,,,,,8850.0,even_split,1
2016,JUNEAU BOROUGH SCHOOL DISTRICT,1699049272.001,1699049272,Copper,T-1,1.544,488.99,316.70336787564764,Thunder Mountain High School,Juneau,Juneau,School,(not stated),,,,,,,244.495,even_split,2
2016,JUNEAU BOROUGH SCHOOL DISTRICT,1699049272.001,1699049272,Copper,T-1,1.544,488.99,316.70336787564764,Glacier Valley Elementary Sch,Juneau,Juneau,School,(not stated),,,,,,,244.495,even_split,2
2016,KENAI PENINSULA BORO SCH DIST,1699036897.001,1699036897,Fiber,Ethernet,500.0,4875.0,9.75,Aurora Borealis Charter School,Kenai,Kenai Peninsula Borough,School,(not stated),,,,,,,99.48979591836734,even_split,49
2016,KENAI PENINSULA BORO SCH DIST,1699036897.001,1699036897,Fiber,Ethernet,500.0,4875.0,9.75,Administrative Entity (Connections Homer Office),Homer,Kenai Peninsula,Non-Instructional Facility (Nif),(not stated),,,,,,,99.48979591836734,even_split,49
2016,KENAI PENINSULA BORO SCH DIST,1699036897.001,1699036897,Fiber,Ethernet,500.0,4875.0,9.75,Tustumena Elementary School,Kasilof,Kenai Peninsula,School,(not stated),,,,,,,99.48979591836734,even_split,49
2016,KENAI PENINSULA BORO SCH DIST,1699036897.001,1699036897,Fiber,Ethernet,500.0,4875.0,9.75,Razdolna School,Razdolna,Kenai Peninsula Borough,School,(not stated),,,,,,,99.48979591836734,even_split,49
2016,KENAI PENINSULA BORO SCH DIST,1699036897.001,1699036897,Fiber,Ethernet,500.0,4875.0,9.75,West Homer Elementary,Homer,Kenai Peninsula Borough,School,(not stated),,,,,,,99.48979591836734,even_split,49
2016,KENAI PENINSULA BORO SCH DIST,1699036897.001,1699036897,Fiber,Ethernet,500.0,4875.0,9.75,Connections,Soldotna,Kenai Peninsula Borough,School,(not stated),,,,,,,99.48979591836734,even_split,49
